Frequency,Libraries
100.0,Popular
0.0,Long tail
60.0,Popular
40.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
60.0,Popular
40.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
70.0,Popular
30.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
60.0,Popular
40.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
40.0,Popular
60.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
60.0,Popular
40.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
30.0,Popular
70.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
30.0,Popular
70.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
60.0,Popular
40.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
60.0,Popular
40.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
70.0,Popular
30.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
50.0,Popular
50.0,Long tail
80.0,Popular
20.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
90.0,Popular
10.0,Long tail
100.0,Popular
0.0,Long tail
50.0,Popular
50.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
0.0,Long tail
100.0,Popular
